,age,occupation_level,education_num,familiarity_FB,view_FB,interested_insurance,years_with_employer,hours_per_week,sex,demographic_characteristic,yearly_salary_estimate,capital_estimate,capital_evaluation,hours_band,marital_status_Divorced,marital_status_Married-AF-spouse,marital_status_Married-civ-spouse,marital_status_Married-spouse-absent,marital_status_Never-married,marital_status_Separated,marital_status_Widowed,workclass_?,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay
778,41,12,17,7,9,1,8,60,0,194636,32986.37,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1291,44,11,13,6,9,1,10,50,0,229466,35753.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1284,36,16,12,7,6,1,2,50,0,336595,76078.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
865,44,4,12,4,5,1,3,70,0,32185,19481.04,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
669,29,14,17,6,8,1,3,40,0,356089,58506.12,1,7688,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2629,31,8,1,1,4,0,2,35,1,452405,25496.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2408,47,9,12,8,7,0,12,55,0,155489,25886.0,1,7688,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2551,17,12,8,5,3,0,1,40,0,179715,44699.1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
766,49,7,17,9,6,1,6,56,1,38563,18743.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2516,31,10,12,5,1,1,7,40,1,169240,26828.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
651,26,10,14,6,2,0,1,45,0,181655,26569.0,1,-2377,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2044,21,6,13,2,5,0,0,20,1,258490,23178.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1859,34,1,13,2,9,0,2,44,0,204991,17326.92,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
491,69,1,9,6,3,0,12,40,1,136218,20244.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2150,19,10,12,6,5,1,0,35,1,55284,32586.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
644,43,14,17,4,1,0,1,40,0,177937,52906.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
189,36,14,17,6,8,0,15,36,0,128757,52960.0,1,7298,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2588,22,11,12,1,3,1,2,30,1,24896,34555.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
927,34,8,9,3,6,1,4,8,1,164309,25959.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1198,57,8,18,5,7,0,32,40,1,89392,20309.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2156,34,7,14,7,3,1,10,40,0,134737,21551.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
528,23,9,17,8,3,0,1,40,1,117789,28497.64,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1511,37,10,12,9,5,0,1,50,0,171150,34405.1,1,-1887,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
616,54,10,13,9,7,0,2,40,0,113000,31251.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
721,64,10,17,7,6,0,24,40,0,270333,33507.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
54,35,8,14,5,4,0,1,40,0,56352,21768.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1222,26,10,16,3,8,0,4,40,0,403788,26195.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
61,53,6,12,3,3,0,26,40,1,169846,18280.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1103,42,1,13,5,2,0,7,40,1,65372,14758.75,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
773,21,12,8,3,8,0,1,40,0,62339,44765.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
609,58,5,12,8,1,0,20,50,0,204021,17328.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2334,18,4,9,6,2,0,1,25,1,40829,20445.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
96,20,12,13,6,2,0,2,40,1,188300,40321.43,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1943,22,5,13,7,9,1,3,15,1,100587,21183.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1173,24,8,12,7,3,1,0,40,1,96279,29152.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
383,20,7,13,3,6,0,2,30,0,61777,19291.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1653,45,11,17,4,5,0,7,40,0,338105,32592.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
538,48,5,12,5,1,1,9,37,1,45612,20678.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
596,27,6,13,4,2,0,4,40,0,249362,21368.0,1,3411,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
653,45,4,13,7,2,0,14,40,1,51164,19767.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
973,44,10,17,1,5,0,1,50,0,120539,24735.74,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1224,43,3,18,2,8,0,6,30,1,221550,16948.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
535,19,5,13,10,7,1,0,28,0,217039,17777.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1972,50,8,17,2,7,0,2,40,1,137253,25589.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2231,52,4,5,2,2,0,1,40,0,242341,17331.34,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
428,17,10,6,5,8,1,1,6,0,211870,26944.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
729,41,4,14,5,9,0,2,60,1,254440,18552.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1815,39,17,18,6,7,0,1,40,0,505119,102545.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1362,33,1,12,8,4,1,5,40,0,159322,18795.43,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1885,52,11,14,4,4,1,11,40,0,150930,29728.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1594,23,9,9,4,5,0,0,40,0,207546,22967.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
56,30,3,12,3,4,1,5,40,0,188146,18901.5,1,5013,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2694,28,2,12,3,1,0,3,40,0,132686,14654.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2520,18,8,10,6,5,1,0,30,0,36411,24338.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2162,36,13,13,8,1,0,2,65,1,318972,41030.0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1731,44,6,13,5,2,0,0,18,0,32000,20699.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1276,32,12,14,4,6,0,9,50,0,180871,43698.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
859,48,9,17,7,5,1,10,40,0,164966,20663.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2187,32,8,12,3,6,1,3,40,0,171091,21143.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1123,53,10,12,1,2,1,6,48,0,89534,24957.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2292,58,5,21,5,6,0,1,40,0,110517,17831.0,1,4064,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
861,34,4,12,1,5,0,3,35,0,202046,21123.72,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
367,50,8,17,6,8,1,3,40,0,288353,18896.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2357,21,12,13,10,7,0,0,15,1,341410,33702.36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1491,35,3,9,3,7,0,5,45,0,107991,19605.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1409,72,4,12,6,8,1,10,8,1,213255,14821.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1101,41,3,12,3,2,1,0,40,1,209344,19933.12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2327,56,8,12,3,7,0,19,40,0,162137,24709.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
748,41,3,17,5,4,1,1,50,1,180572,18194.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
197,54,11,5,8,3,0,3,40,0,125417,39333.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,53,1,9,9,2,0,33,40,0,234721,19087.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
251,50,4,18,5,3,1,17,98,0,30653,16432.0,1,2407,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
204,64,7,3,2,2,0,9,40,0,187656,17812.59,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
682,32,1,8,5,6,1,2,42,1,283268,13614.28,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
597,42,4,12,8,4,0,4,40,0,247019,21124.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
404,20,10,13,9,8,1,2,35,0,298227,30800.88,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2472,24,8,12,1,2,0,0,38,1,29810,22602.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2349,32,7,12,6,9,1,3,60,0,81528,24402.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
157,27,1,12,8,4,0,5,40,0,124953,18892.0,1,-1980,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
248,33,3,12,1,3,1,1,40,1,222205,16691.58,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
888,40,5,13,4,9,0,2,40,0,82465,16486.0,1,2580,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2055,18,3,9,7,1,0,1,15,0,346382,14363.53,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
182,40,10,18,3,2,0,13,55,1,56795,32027.5,1,14084,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2057,56,2,12,9,4,0,1,40,1,143030,18907.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1488,44,6,12,4,6,1,11,40,0,443040,22265.87,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
941,38,9,13,10,7,0,2,40,0,193026,26373.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2375,31,11,13,1,9,1,14,40,1,163516,30387.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1857,32,7,12,1,9,1,9,40,1,549430,20360.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1495,43,10,13,7,8,1,3,50,0,83756,26842.71,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2498,36,9,17,7,9,0,2,38,0,209609,21226.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011,63,8,13,8,7,1,27,40,1,217994,27071.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2534,38,6,6,2,8,0,4,40,0,103751,16813.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2698,21,4,12,9,2,0,1,65,0,231866,21088.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2529,29,3,17,9,7,0,3,40,1,161478,17317.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
928,90,2,12,7,7,1,14,40,1,137018,14520.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
822,32,4,12,8,8,1,1,40,0,262153,20160.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2313,28,8,8,4,7,0,4,50,0,203776,20517.36,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2163,33,4,13,1,9,1,4,40,0,86143,16142.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2068,30,7,17,6,5,1,7,40,1,190385,19424.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2386,37,6,13,6,3,0,8,40,1,243587,17784.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
481,27,8,13,4,7,0,6,50,0,201872,22045.8,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
756,40,12,12,2,1,0,5,50,1,33274,32974.68,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
247,33,9,17,9,6,0,11,45,1,185480,30008.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
988,41,10,14,9,8,1,7,55,0,293791,29613.96,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2685,19,7,13,8,2,1,0,30,0,145234,18701.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
241,17,10,9,1,6,0,2,12,0,245918,31403.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
658,42,6,17,9,9,1,3,40,0,279914,22285.68,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
498,47,8,13,9,7,0,3,50,0,264052,27406.5,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2101,23,5,12,6,2,0,1,25,0,519627,19574.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1504,37,9,12,2,5,0,1,12,1,166744,29179.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
954,22,7,17,4,5,0,2,20,1,34029,24745.12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2228,27,7,12,1,8,0,2,40,0,297296,23407.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1744,35,10,17,4,6,1,2,40,1,28160,27173.88,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
449,24,4,17,3,6,1,2,40,0,388093,15588.36,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1984,60,8,4,2,3,1,9,30,0,131852,19313.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1508,20,7,12,9,7,1,0,80,0,211466,21232.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
608,31,11,12,5,3,1,0,45,0,125457,37300.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2397,61,2,17,3,2,1,12,40,0,167670,18392.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2576,39,18,12,9,8,1,0,50,0,188391,102346.68,1,7298,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2513,36,4,9,8,4,0,4,50,0,158592,17338.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2512,50,4,4,3,1,1,11,37,0,237735,23784.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1371,34,14,13,7,9,0,1,40,0,122116,57806.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1877,29,8,17,6,1,0,1,40,0,410351,24963.6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1377,59,10,13,10,8,0,31,40,0,165695,25849.68,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1247,54,12,18,5,9,1,24,50,0,114758,44387.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1672,47,10,16,10,6,0,5,35,1,171095,30715.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1916,47,4,14,6,8,0,3,40,0,326857,20660.0,1,5013,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1084,20,10,13,1,9,0,1,16,0,205839,33809.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2431,40,12,13,1,7,0,4,35,1,50442,35502.36,1,2977,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1769,28,2,12,9,8,1,8,40,1,291374,15939.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
93,76,10,18,6,5,1,8,40,0,124191,29505.48,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1297,56,10,12,10,6,0,15,38,1,311249,28670.76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1544,51,4,12,7,5,0,16,70,0,101119,21016.68,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1180,27,2,12,3,5,0,5,50,0,190525,15488.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2192,31,11,13,2,5,0,10,40,0,100997,30765.73,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2525,63,7,12,2,6,1,5,55,0,41161,23955.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1998,42,11,16,3,5,0,5,40,1,99254,38481.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
420,38,12,13,5,1,1,6,40,0,33983,36230.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1632,48,14,12,7,7,1,22,40,1,199739,58234.32,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,38,12,12,5,4,1,14,40,0,215646,38055.42,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
254,43,6,12,4,8,0,13,40,0,477983,21056.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1178,61,9,12,7,3,0,4,35,1,101265,25041.24,1,1471,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
244,37,13,13,6,3,1,7,75,0,257295,60577.5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1194,40,6,12,2,6,0,1,40,0,240124,22424.89,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
873,60,2,12,8,3,0,5,42,0,154474,16204.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2299,53,14,12,6,1,0,1,40,0,181317,70713.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
930,44,14,17,5,9,1,3,60,0,167005,64215.0,1,7688,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
750,63,9,12,9,5,1,23,6,0,86108,24599.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1638,19,4,13,1,3,0,1,45,0,263338,20035.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
316,36,15,12,10,10,1,7,40,0,119272,72936.84,1,7298,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1675,61,10,17,3,8,1,29,50,0,95450,30916.0,1,5178,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1650,23,3,12,7,5,0,0,40,1,64292,20396.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1647,46,8,13,10,9,0,2,24,0,272780,25334.04,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
934,23,5,13,1,3,1,2,40,0,217961,21126.84,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
787,33,10,13,2,8,0,2,60,0,155781,32672.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1119,57,5,12,3,9,0,4,50,0,141326,20940.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19,40,16,21,10,7,1,7,60,0,193524,86190.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1833,36,10,13,8,1,1,9,40,0,83893,29390.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1430,67,6,12,6,6,0,10,35,0,318533,22067.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
45,44,4,18,4,4,0,3,40,1,128354,20838.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1266,40,3,14,3,6,0,17,40,0,256202,17470.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2677,39,6,17,8,9,1,1,45,0,202950,21790.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1353,59,2,17,2,6,1,1,30,1,284834,15221.0,1,2885,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1937,47,7,4,6,8,0,5,55,0,121124,20703.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
918,31,6,14,7,6,1,7,40,1,93106,21452.64,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1748,56,10,8,5,5,1,9,40,0,31782,25312.93,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
390,80,5,12,2,9,1,17,24,0,107762,19293.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
814,43,13,18,7,1,0,4,50,1,158926,51948.65,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1237,37,3,12,8,7,0,0,44,0,349116,18796.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2547,27,10,13,2,6,1,1,40,0,217200,31261.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1969,39,4,12,9,3,1,9,40,0,184659,17624.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
599,24,12,6,8,5,1,1,40,0,172146,34621.0,1,-1721,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1214,52,4,12,1,7,0,12,40,0,146378,20357.02,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2378,48,6,12,8,6,0,3,45,0,108993,22506.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
740,43,6,13,8,4,0,6,25,0,233130,21651.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
435,63,2,3,6,5,0,30,35,0,401531,19897.67,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
508,37,8,14,3,2,1,2,40,0,22463,25913.04,1,-1977,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
212,65,9,12,7,3,1,7,40,1,176796,22634.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1879,51,13,17,8,7,0,14,47,0,175339,45197.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1418,65,2,13,6,8,1,19,16,0,207281,15284.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
828,19,2,13,3,1,0,0,10,1,52114,19894.44,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2030,43,15,13,5,7,1,0,50,0,159549,68355.02,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
607,32,7,13,10,3,0,7,40,0,226267,18658.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
946,45,4,12,9,6,1,10,47,0,185385,17499.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2394,62,12,13,3,3,1,9,24,0,139391,44196.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
216,33,11,13,1,4,1,8,40,1,110978,30946.32,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1908,20,11,13,4,9,0,2,15,1,81853,33843.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2059,22,4,12,1,7,0,1,20,0,199011,19981.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1037,33,9,17,5,9,0,13,60,0,114691,25272.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
309,17,12,4,2,1,1,1,48,0,270942,45268.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
399,29,11,17,4,4,1,1,40,0,363425,31572.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
124,38,14,18,7,3,0,11,40,0,125933,44097.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
670,22,10,17,5,5,0,3,20,0,223515,24151.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1787,34,7,12,8,2,1,2,50,0,379412,22657.68,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1613,33,16,12,2,6,1,1,40,0,155343,77918.54,1,3103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
220,38,10,18,8,5,0,13,70,0,115076,23719.56,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
101,31,6,12,9,3,1,1,40,1,189265,22900.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2358,33,12,17,8,3,0,4,40,1,118941,41936.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2091,32,12,14,3,6,0,5,40,0,235124,43775.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
610,29,9,12,4,1,1,9,48,0,92262,24632.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1721,52,9,20,2,5,1,1,40,0,179951,22711.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2400,27,10,13,7,3,1,0,40,1,409815,24353.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2605,23,10,5,6,8,0,0,36,0,238917,28556.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1310,61,10,20,4,5,0,4,5,0,120939,26051.16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2340,23,4,12,9,7,1,3,40,1,241185,14749.08,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
17,38,14,9,2,1,0,4,50,0,28887,60026.7,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1323,31,12,8,9,9,1,3,40,0,209448,34851.0,1,2105,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
573,60,10,12,5,2,0,4,40,0,199378,24302.98,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1210,31,6,17,9,3,1,0,37,0,42900,19584.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2391,18,9,9,8,4,0,0,36,0,423460,21411.81,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1102,31,11,12,2,9,0,2,30,1,185732,40148.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
666,32,6,13,8,6,0,5,40,1,267736,18319.92,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
